StreetCode,Street,Longitude,Latitude,Borough
00668,HBKN 14 ST-WFC FERRY ROUTE,-74.01818144003461,40.732607485186605,1
00669,PAULUS HOOK-WALL ST FERRY ROUTE,-74.01712146039446,40.702455918535385,1
00670,PAULUS HOOK-WFC FERRY ROUTE,-74.02111485383969,40.7147179043425,1
00671,PAULUS HOOK-MIDTOWN W FERRY RTE,-74.0167152484729,40.739699738169016,1
00672,PORT IMPERIAL-MIDTOWN W FRY RTE,-74.00376369446079,40.76742504975553,1
00673,PORT IMPERIAL-WALL ST FERRY RTE,-74.01588592606348,40.73020938810756,1
00674,PORT IMPERIAL-WFC FERRY ROUTE,-74.01425505761668,40.74419385977174,1
00675,PORT LIBERTE-WALL ST FERRY ROUTE,-74.01741952536665,40.69437894933134,1
00676,LINCOLN HARBOR-MIDTOWN W FRY RTE,-74.00699425253102,40.76128718000831,1
00677,BELFORD-MIDTOWN WEST FERRY ROUTE,-74.02059692555639,40.725381162831304,1
00678,BELFORD-WALL STREET FERRY ROUTE,-74.01057481937863,40.690928509306126,1
00679,BELFORD-WFC FERRY ROUTE,-74.02479069407154,40.70044196050562,1
00722,HIGH BRIDGE PARK TRAIL,-73.92684914023121,40.85394671663882,1
00723,RANDALLS ISLAND CONNECTOR,-73.91640119359556,40.797679469437014,1
00724,NORTH COVE BIKE PATH,-74.0164240412246,40.712682560394505,1
00726,"CHERRY HILL PATH, CENTRAL PARK PATH, HECKSCHER BALLFIELDS PATH, RESERVOIR LOOP, CENTRAL PARK POOL PATH, NORTH MEADOW PATH, EAST MEADOW PATH, CONSERVATORY GARDEN PATH, CENTRAL PARK BOW BRIDGE, CENTRAL PARK BOW BRIDGE PATH",-73.96360018313719,40.784722900441615,1
00734,PIER 40 DRIVEWAY,-74.01111869077286,40.7290057185972,1
00735,INWOOD HILL PARK GREENWAY,-73.92531311380837,40.87403573695682,1
00736,PETER MINUIT PLAZA GREENWAY,-74.0129411689361,40.70190070662825,1
00739,FORT WASHINGTON PARK BICYCLE TRL,-73.94387102808685,40.84765340530258,1
00771,PEDESTRIAN AND BIKE PATH LINK,-73.98118346629226,40.76135315555415,1
00786,BATTERY PARK PATH,-74.01709764333131,40.70370166711785,1
00792,AMTRAK BRIDGE,-73.92562675276486,40.878239864554075,1
00857,HIGHLANDS-MARTHAS VYD FERRY RTE,-73.96663122701618,40.737112286325754,1
00858,N WLLMSBRG-GREENPOINT FERRY RTE,-73.96487600527632,40.72609397145664,1
00859,RED HOOK-MIDTOWN EAST FERRY RTE,-74.01782905795746,40.723336812983895,1
00860,BELFORD-PAULUS HOOK FERRY ROUTE,-74.02751233633764,40.698929609564786,1
00861,WALL ST-DUMBO FERRY ROUTE,-74.00071861452118,40.703405454025415,1
00862,DUMBO-S WILLIAMSBURG FERRY ROUTE,-73.98344510794757,40.707218811353684,1
00863,S WLLMSBRG-N WLLMSBRG FERRY RTE,-73.9692524781606,40.71515340021403,1
00864,GREENPOINT-LONG IS CITY FRY RTE,-73.96414786267054,40.73719193990077,1
00865,LONG IS CITY-MIDTOWN E FRY ROUTE,-73.96616056785977,40.742946270355255,1
00866,IKEA EXPRESS FERRY ROUTE,-74.00879098250738,40.691125162518816,1
00867,WFC-WALL STREET FERRY ROUTE,-74.01629069158258,40.70468309065691,1
00868,DUMBO-RED HOOK FERRY ROUTE,-74.00697089197294,40.691578468140904,1
00869,STATUE OF LIBERTY FERRY ROUTE,-74.01501813266943,40.69815949496809,1
00889,MIDTOWN W-GREENWICH VLG FRY RTE,-74.01187778503261,40.74728616486913,1
00890,GREENWICH VILLAGE-WFC FERRY RTE,-74.01712599409679,40.724779266385006,1
00891,WFC-LIBERTY STATE PARK FERRY RTE,-74.02075380908803,40.713453334969884,1
00892,HIGHLANDS-MIDTOWN EAST FERRY RTE,-73.98849160387587,40.709737518528854,1
00905,WEST 47 STREET BIKE PATH,-73.98487929740396,40.759276900142595,1
00907,RFK BR MANHATTAN RANDALLS IS RP,-73.92125445545717,40.797346784601245,1
00929,THOMAS JEFFERSON PARK PATH,-73.93540293913033,40.793138217456494,1
00931,GWB BUS TERMINAL RAMP,-73.94005244243014,40.849183770426606,1
00959,BROOKLYN BRIDGE EN RAMP FDR DRV,-74.00107599256941,40.709205736173125,1
00960,BROOKLYN BRIDGE EN RAMP PEARL ST,-74.00232475467054,40.71019654945532,1
00961,BETHESDA TERRACE UNDERPASS,-73.97110050908515,40.773592104982406,1
00962,BETHESDA TERRACE PATH,-73.97072997915954,40.7743098356505,1
01018,HRD NB EN FREDERICK DOUGLASS BL,-73.9352936280771,40.83194098142237,1
01040,GOVERNORS ISLAND FERRY ROUTE,-74.00921789592462,40.69351316724515,1
01043,STATEN ISLAND FERRY ROUTE,-74.02372714741792,40.69359714793522,1
01177,CENTER WAY,-74.02100421281285,40.68886277668657,1
01179,PLAY WAY,-74.0193585231557,40.689559853312424,1
01180,WEST WAY,-74.01941247372226,40.68786948765678,1
01181,OUTLOOK WAY,-74.02278390745694,40.6875182583267,1
01182,THE OVAL,-74.02127240692984,40.68695180075262,1
01183,EAST WAY,-74.0226902284155,40.688434143612845,1
01184,HAMMOCK GROVE PEDESTRIAN PATH,-74.0196372599386,40.68863091628752,1
01196,MARCUS GARVEY PARK PATH,-73.94363300808882,40.80440428875727,1
01197,ISHAM PARK PATH,-73.9190864950581,40.869473748162186,1
01198,HIGH BRIDGE PARK PATH,-73.9303209533889,40.84681208079202,1
01259,BROOKLYN BRIDGE PARK GREENWAY,-73.99605114463311,40.70204423181047,1
01369,SQUIBB PARK AND BRIDGE PATH,-73.99626048574795,40.701477383218986,1
01371,ELLIS ISLAND PEDESTRIAN PATH,-74.04018124824891,40.69887187022139,1
01377,FDR DRIVE SB ENTRANCE E 30 ST,-73.97343597653168,40.739208516609615,1
01379,RIVERSIDE DRIVE NB ET W 178 ST,-73.94138128226166,40.84909134395566,1
01422,DSNY MARINE TRANSFER STATION RP,-73.94354858512621,40.77896757214864,1
01444,CARL SCHURZ PARK PATH,-73.94428454032257,40.77445973081259,1
01446,HALLETT NATURE SANCTUARY PATH,-73.97369058802344,40.76773564567948,1
01460,ED KOCH QBORO BRG LOWER LVL EN,-73.96384194130201,40.76065214098804,1
01461,ED KOCH QBORO BRG UPPER LVL EN,-73.96283187566914,40.75988329329353,1
01463,ROOSEVELT ISLAND BRIDGE RAMP,-73.94727053394799,40.763939898421626,1
01464,ROOSEVELT ISLAND BRDG ET QUEENS,-73.94735792942467,40.76371882471054,1
01465,CENTRAL PARK EN POWELL BLVD,-73.95562234989771,40.799309961706136,1
01466,CENTRAL PARK EXIT POWELL BLVD,-73.95531258668602,40.799192508375604,1
01468,PORT AUTHORITY BUS TERMINAL EN,-73.99523321574145,40.75753798480114,1
01469,PORT AUTHORITY BUS TERMINAL EXIT,-73.99510251790997,40.75787383801284,1
01470,PATH BUS TRML ENTRANCE W 40 ST,-73.99621555801909,40.758045534062106,1
01471,PATH BUS TRML EXIT WEST 40 ST,-73.99753913598308,40.758550302046075,1
01472,PATH BUS TRML ENTRANCE W 39 ST,-73.99479806649062,40.75694212352081,1
01474,CENTRAL PARK ENTRANCE E 102 ST,-73.95400100235436,40.792265337902826,1
01475,CENTRAL PARK ENTRANCE W 106 ST,-73.9592478025691,40.798310189832044,1
01476,CENTRAL PARK EXIT 7 AVENUE,-73.978794730247,40.76727206567067,1
01477,CENTRAL PARK ENTRANCE 8 AVE,-73.9803691038105,40.768177840538925,1
01478,CENTRAL PARK ENTRANCE E 60 ST,-73.97283913938243,40.76503917614327,1
01479,CENTRAL PARK EXIT WEST 100 ST,-73.96204756000178,40.79382686418863,1
01480,CENTRAL PARK ENTRANCE W 110 ST,-73.95791352321818,40.799931961453524,1
01481,CENTRAL PARK EXIT WEST 67 ST,-73.97750065555275,40.77275297237882,1
01482,CENTRAL PARK EXIT WEST 72 ST,-73.97495233635867,40.776543087741445,1
01483,CENTRAL PARK ENTRANCE W 77 ST,-73.97309779651302,40.77896657262806,1
01484,CENTRAL PARK ENTRANCE W 85 ST,-73.96928244395477,40.78370468244986,1
01485,CENTRAL PARK ENTRANCE W 90 ST,-73.96709216022182,40.78785312610758,1
01486,CENTRAL PARK ENTRANCE W 96 ST,-73.96389998618321,40.79120924388792,1
01488,LINCOLN TUNNEL EN W 39 ST,-73.99795271683311,40.75825739191491,1
01489,LINCOLN TUNNEL EN PATH BUS TML,-73.99791523765828,40.75851515864619,1
01491,PATH BUS TRML ENTRANCE DYER AVE,-73.99536261914854,40.75769830815562,1
01492,PATH BUS TRML ENTRANCE 10 AVE,-73.99654440088733,40.757715983323784,1
01493,PATH BUS TRML EXIT 10 AVENUE,-73.99652928294987,40.75783007781566,1
01494,LINCOLN TUNNEL EXIT WEST 39 ST,-73.998091071955,40.7583799904799,1
01496,PORT AUTHORITY BUS TERMINAL RAMP,-73.9942644329363,40.75768509018387,1
01497,CENTRAL PARK LENOX AVE ACCESS RD,-73.95366279297534,40.798141377604956,1
01498,CBE EASTBOUND EXIT AMSTERDAM AVE,-73.93240232370837,40.84477544508542,1
01499,CBE EB EXIT UNIVERSITY AVE,-73.93043101660925,40.846421674862476,1
01500,LINCOLN TUNNEL EXIT WEST 36 ST,-73.99596692827329,40.755636856457194,1
01501,LINCOLN TUNNEL EN W 33 ST,-73.99833450872939,40.753915283744284,1
01502,LINCOLN TUNNEL EXIT WEST 33 ST,-73.99836185503317,40.75402290484192,1
01503,DYER AVENUE UNDERPASS 31 ST,-73.99847735979651,40.75362973922291,1
01504,LINCOLN TUNNEL EN W 36 ST,-73.99622498830915,40.755209682547154,1
01506,LINCOLN TUNNEL ENTRANCE 9 AVE,-73.99758632403778,40.752855014633894,1
01507,LINCOLN TUNNEL ENTRANCE 10 AVE,-74.00022904329106,40.751987597039076,1
01508,LINCOLN TUNNEL EXIT 9 AVENUE,-73.99956785961541,40.75179205247473,1
01509,RFK BRIDGE ET HARLEM RVR DRV NB,-73.93108431619302,40.80395555405065,1
01510,LINCOLN TNNL EN 9 AND 10 AV,-73.99946867938125,40.752024517590996,1
01512,LINCOLN TUNNEL EN W 35 ST,-73.9967774602118,40.75479324287985,1
01514,RFK BRIDGE EXIT FDR DRIVE SB,-73.93012582616414,40.80002237316893,1
01515,RFK BRDG ET 125 STREET 2 AVE,-73.93133006391781,40.80207057395102,1
01516,RFK BR ET HARLEM RVR DRV 126 ST,-73.93293003176532,40.8030299459869,1
01517,RFK BR EN FDR AND HARLEM RVR DRV,-73.93053639515598,40.80113040783731,1
01519,TUDOR CITY PARK PATH,-73.97083061822867,40.74924297124389,1
01521,CORLEARS HOOK PARK PATH,-73.97973199270996,40.71183945259021,1
01528,I 95 NORTHBOUND EXIT 1,-73.94159676302647,40.84927889292395,1
01534,CONNECTOR TO CROSS BRONX EXPWY,-73.9320239349629,40.846674511209464,1
04081,FREEDOM PLACE SOUTH,-73.99039049747108,40.77362039172969,1
10010,1 AVENUE,-73.96253327125382,40.75880880290967,1
10015,1 PLACE,-74.01784925434491,40.70614895268661,1
10025,CONNECTOR,-73.97790962076195,40.75858984003383,1
10065,HIGH LINE,-74.00462381455266,40.74928043853113,1
10110,2 AVENUE,-73.96019910415623,40.76627031292251,1
10115,2 PLACE,-74.01734490274593,40.706742226796415,1
10210,3 AVENUE,-73.96236182811913,40.76733424814642,1
10250,3 PLACE,-74.01698024408654,40.707404891217934,1
10350,4 AVENUE,-73.99020113097912,40.73214780322969,1
10380,HENRY HUDSON PARKWAY ET 11 NB,-73.97581874634989,40.796117662193545,1
10385,HENRY HUDSON PARKWAY ET 12 NB,-73.96415748965278,40.81428614376685,1
10390,HENRY HUDSON PARKWAY ET 13 NB,-73.94959723483868,40.834392630870056,1
10395,HENRY HUDSON PARKWAY ET 14 NB,-73.94443638048956,40.84333700336699,1
10400,HENRY HUDSON PARKWAY ET 15 NB,-73.94441341980473,40.845519347840664,1
10405,HENRY HUDSON PARKWAY ET 16 NB,-73.93380638830185,40.862834495995834,1
10410,5 AVENUE,-73.96604254162732,40.77383006528888,1
10425,HENRY HUDSON PARKWAY ET 17 NB,-73.93142379230076,40.86664246370396,1
10440,HENRY HUDSON PARKWAY ET 11 SB,-73.977455827373,40.795187648540406,1
10445,HENRY HUDSON PARKWAY ET 12 SB,-73.95869636957579,40.82148984519099,1
10450,HENRY HUDSON PARKWAY ET 13 SB,-73.95047946934478,40.83290900506087,1
10455,HENRY HUDSON PKWY ET 14 N SB,-73.9438293864684,40.84593629046025,1
10465,HENRY HUDSON PKWY ET 14 S SB,-73.94386680700676,40.84574196029805,1
10470,HENRY HUDSON PARKWAY ET 17 SB,-73.93078561715001,40.86967356620329,1
10475,HARLEM RIVER DRIVE EXIT 18 NB,-73.92967473662615,40.801325750209855,1
10480,HARLEM RIVER DRIVE EXIT 19 NB,-73.93043791664152,40.803114536370195,1
10485,HARLEM RIVER DRIVE EXIT 21 NB,-73.93494695878961,40.81081428759268,1
10490,HARLEM RIVER DRIVE EXIT 23 NB,-73.93536895908603,40.83069206883876,1
10500,HARLEM RIVER DRIVE EXIT 19 SB,-73.93342474290057,40.80691020061462,1
10510,AVENUE OF THE AMERICAS,-73.99363694646483,40.74097219892046,1
10515,HARLEM RIVER DRIVE EXIT 20 SB,-73.93505256971785,40.81085413584855,1
10520,HARLEM RIVER DRIVE EXIT 22 SB,-73.93433027963296,40.81841005224625,1
10525,HARLEM RIVER DRIVE EXIT 23 SB,-73.93486610534016,40.83630529338505,1
10530,CROSS BRONX EXPWY SB ET 1 A,-73.9432701340073,40.846644376123216,1
10535,"CBE NB EXIT 1 LOWERDECK, CBE NB EXIT 1 UPPERDECK",-73.94352488034866,40.84660205853503,1
10540,FDR DRIVE EXIT 1 NORTHBOUND,-74.00974468364711,40.70193012070085,1
10545,FDR DRIVE EXIT 2 NORTHBOUND,-74.00091076553254,40.707891666819926,1
10550,FDR DRIVE EXIT 5 NORTHBOUND,-73.97508105648026,40.71751618965356,1
10555,FDR DRIVE EXIT 7 NORTHBOUND,-73.97234764669166,40.729824640165305,1
10560,FDR DRIVE EXIT 8 NORTHBOUND,-73.97407227999733,40.737602034132365,1
10565,FDR DRIVE EXIT 9 NORTHBOUND,-73.96954079246147,40.74666934324064,1
10570,FDR DRIVE EXIT 12 NORTHBOUND,-73.95835634777974,40.75929195805199,1
10575,FDR DRIVE EXIT 14 NORTHBOUND,-73.943931086667,40.78183154000424,1
10580,FDR DRIVE EXIT 1 SOUTHBOUND,-74.0096288213851,40.70214269595076,1
10585,FDR DRIVE EXIT 2 SOUTHBOUND,-73.99960530676984,40.708949379432006,1
10590,FDR DRIVE EXIT 3 SOUTHBOUND,-73.98157665809458,40.710850975046476,1
10595,FDR DRIVE EXIT 4 SOUTHBOUND,-73.97666750673743,40.71474923298922,1
10600,FDR DRIVE EXIT 5 SOUTHBOUND,-73.97482589732972,40.72073155825697,1
10610,"7 AVENUE, ADAM CLAYTON POWELL JR BOULEVARD",-73.9563841655117,40.79794819039857,1
10620,FDR DRIVE EXIT 7 SOUTHBOUND,-73.97455285306683,40.7373706467404,1
10625,FDR DRIVE EXIT 8 SOUTHBOUND,-73.96891226485444,40.74721836151528,1
10630,FDR DRIVE EXIT 10 SOUTHBOUND,-73.9637440325147,40.75319907110381,1
10635,FDR DRIVE EXIT 11 SOUTHBOUND,-73.96213953217983,40.75502688705771,1
10640,FDR DRIVE EXIT 12 SOUTHBOUND,-73.95633077733264,40.76105923385227,1
10645,FDR DRIVE EXIT 13 SOUTHBOUND,-73.9507369933993,40.7668276877027,1
10650,FDR DRIVE EXIT 14 SOUTHBOUND,-73.94228334000533,40.78437309809227,1
10655,FDR DRIVE EXIT 15 SOUTHBOUND,-73.93698466841711,40.79014784246419,1
10660,FDR DRIVE EXIT 16 SOUTHBOUND,-73.93104263558917,40.7945045941496,1
10670,CBE SB ENTRANCE WASHINGTON BRDG,-73.93037359167256,40.84751358016362,1
10675,CBE SB ENTRANCE AMSTERDAM AVE,-73.93163409495439,40.846871215329706,1
10680,GW BRIDGE ENTRANCE WEST 179 ST,-73.94007384137058,40.849462292683135,1
10685,CBE NB ENTRANCE RIVERSIDE DRV,-73.94143606878777,40.848534527610326,1
10690,HENRY HUDSON PY SB EN W 79 ST,-73.98494396383579,40.784612136268684,1
10695,HENRY HUDSON PY SB EN W 125 ST,-73.96286866228422,40.816914376330146,1
10700,HENRY HUDSON PY SB EN W 96 ST,-73.97545121789585,40.797792585511054,1
10705,HENRY HUDSON PY SB EN DYCKMAN ST,-73.93210948945068,40.86665681811658,1
10710,7 AVENUE SOUTH,-74.0031465133902,40.733007915970674,1
10715,HENRY HUDSON PY SB EN W 158 ST,-73.95019117585528,40.833563345397245,1
10720,HENRY HUDSON PY NB EN W 79 EB,-73.9838478135908,40.785028804926256,1
10725,HENRY HUDSON PY NB EN W 79 WB,-73.98292561429119,40.786524932282006,1
10730,HENRY HUDSON PY NB EN W 72 ST,-73.98700002006525,40.781131213277696,1
10735,HENRY HUDSON PY NB EN W 158 ST,-73.94832429968999,40.83744969214076,1
10740,HENRY HUDSON PY NB EN W 96 ST,-73.97551805019609,40.79658292652754,1
10745,HENRY HUDSON PY NB EN DYCKMAN ST,-73.93114228546818,40.867459734795865,1
10755,HENRY HUDSON PKWY NB EN FT TRYON,-73.9335316239298,40.863307951469324,1
10770,HENRY HUDSON PY NB EN W 181 ST,-73.94079411362982,40.85318849004231,1
10775,HARLEM RIVER DRV NB EN E 139 ST,-73.93438882608491,40.815679111418895,1
10780,HARLEM RIVER DRV NB EN E 126 ST,-73.93209528022217,40.80496426007109,1
10785,HARLEM RIVER DR SB EN 3 AV BR,-73.93445587032019,40.807160228376496,1
10790,HRD SB EN FREDERICK DOUGLASS BL,-73.93503435599257,40.828854378103046,1
10795,FDR DRIVE SB ENTRANCE YORK AVE,-73.943949194081,40.77972016077193,1
10800,FDR DRIVE SB ENTRANCE PEARL ST,-74.00037791190444,40.70789590242203,1
10805,FDR DRIVE SB ENTRANCE GRAND ST,-73.97768908334076,40.71274197247683,1
10810,"8 AVENUE, FREDERICK DOUGLASS BOULEVARD",-73.96874668394035,40.78610997776301,1
10825,FDR DRIVE SB ENTRANCE E 20 ST,-73.97250769175197,40.729574896461735,1
10830,FDR DRIVE SB ENTRANCE E 34 ST,-73.97266957976211,40.741915375379584,1
10835,FDR DRIVE SB ENTRANCE E 116 ST,-73.93174644257896,40.79410648166499,1
10840,FDR DRIVE NB ENTRANCE E 96 ST,-73.94287876162169,40.783662530553656,1
10845,FDR DRIVE NB EN BROOKLYN BRDG,-73.99864972896842,40.70927960390815,1
10850,FDR DRIVE NB ENTRANCE S ST,-74.00989318201238,40.701909704954126,1
10855,FDR DRIVE NB EN MONTGOMERY ST,-73.98302334740507,40.71058042456606,1
10860,FDR DRIVE NB ENTRANCE E 48 ST,-73.96493013174519,40.75246836073583,1
10865,FDR DRIVE NB ENTRANCE E 62 ST,-73.9568065124803,40.760534849139134,1
10870,FDR DRIVE SB ENTRANCE E 102 ST,-73.94018275880286,40.78550386637975,1
10875,FDR DRIVE SB ENTRANCE E 78 ST,-73.94891068611213,40.76902314754528,1
10880,FDR DRIVE SB ENTRANCE E 73 ST,-73.95282810846822,40.76444388317105,1
10885,FDR DRIVE SB ENTRANCE E 63 ST,-73.95776605684351,40.759906886090846,1
10900,FDR DRIVE EXIT 17 NB RFK BRDG,-73.92966734857663,40.79925496698855,1
10910,9 AVENUE,-73.97720362364873,40.78003308296436,1
10915,FDR DRIVE EXIT 17 SOUTHBOUND,-73.93034674875013,40.80131177458146,1
10920,FDR DRIVE NB ENTRANCE YORK AVE,-73.94366327223509,40.78228927671763,1
10925,HARLEM RIVER DRIVE SB EN PRK AVE,-73.93512481393053,40.80923206274396,1
10930,HARLEM RIVER DRV SB EN E 142 ST,-73.93441271195985,40.81531034617455,1
10935,FDR DRIVE SB EN E HOUSTON ST,-73.97555343644832,40.71699084830336,1
10940,FDR DRIVE NB EN E HOUSTON ST,-73.9746057833777,40.72011479105598,1
10955,HARLEM RVR DR SB EN AMSTERDAM AV,-73.9312223126075,40.84599529757582,1
10960,HARLEM RIVER DRIVE EXIT 24 NB,-73.93184410968067,40.841992546079425,1
10965,FDR DRIVE NB ENTRANCE E 34 ST,-73.97032318589342,40.74538641060166,1
10990,PIER,-73.99704896079508,40.73806708424616,1
11010,10 AVENUE,-73.97734870874737,40.784451976853624,1
11110,11 AVENUE,-74.00291759703377,40.7537795474111,1
11112,12 AVENUE,-73.99596397437426,40.768713594217395,1
11115,"WEST STREET, JOE DIMAGGIO HIGHWAY, HENRY HUDSON PARKWAY",-73.98011496952799,40.78746925621233,1
11170,"BRIDLE PATH, BRIDLE PATH WEST",-73.96557493688044,40.784342668656876,1
11290,ABSECON ROAD,-74.02562698300275,40.685828025975965,1
11310,ACADEMY STREET,-73.92385463989257,40.864539690637805,1
11410,ADRIAN AVENUE,-73.9113916937041,40.8767337101067,1
11435,ALLEY,-73.95512887921322,40.79138426589453,1
11440,DISTRICT BOUNDARY,-73.9666008903457,40.782188235140595,1
11445,"2000 CB BOUNDARY, CT BOUNDARY, 1990 CT BOUNDARY, 2000 CT BOUNDARY, 2010 CB BOUNDARY, 2020 CB BOUNDARY, 2020 CT BOUNDARY, 2010 CT BOUNDARY",-73.9755361322162,40.767437364352084,1
11450,"NY-NJ BOUNDARY, NY-KINGS CNTY BOUNDARY, NY-QN CNTY BOUNDARY, NY-BX CNTY BOUNDARY, BOROUGH BOUNDARY",-73.96643972556177,40.77962876044313,1
11510,ALBANY STREET,-74.01531252866519,40.70984156019541,1
11610,ALLEN STREET,-73.99068891890646,40.71861732530253,1
11710,AMSTERDAM AVENUE,-73.95615801681107,40.81352631598208,1
11720,"AMTRAK-NORTHEAST LINE, AMTRAK-CONNECTING RAIL LINE",-73.95813291681154,40.81294699756472,1
11730,ANDES ROAD,-74.01534410426578,40.69187179185206,1
11750,ANN STREET,-74.00692294615152,40.71036629242675,1
11810,ARDEN STREET,-73.92769336065872,40.86281014745086,1
11815,ASSER LEVY PLACE,-73.9758686544307,40.7365502307532,1
11820,ASTOR PLACE,-73.9913665481386,40.72985781078336,1
11910,ATTORNEY STREET,-73.98431949676097,40.71865812497203,1
12010,AUDUBON AVENUE,-73.93291155773315,40.84798163076731,1
12110,AVENUE A,-73.98332120577223,40.72634455772551,1
12210,AVENUE B,-73.98093162362079,40.72545522287657,1
12310,AVENUE C,-73.97571004474193,40.73010333323494,1
12410,AVENUE D,-73.97603338156982,40.7236837794716,1
12420,AVENUE OF THE FINEST,-74.00203094242198,40.71106460483564,1
12510,BANK STREET,-74.00575316821876,40.73655659036337,1
12520,BARCLAY STREET,-74.01083423241946,40.71325210134022,1
12560,"JOHN FINLEY WALK, BOBBY WAGNER WALK, FDR DRIVE GREENWAY, EAST RIVER ESPLANADE",-73.96534690993035,40.74566475296899,1
12610,BARROW STREET,-74.00600815798332,40.732032539400066,1
12620,BARUCH PLACE,-73.97714644412116,40.7175657544052,1
12630,BARRY ROAD,-74.01333168903119,40.689485797950134,1
12650,BARUCH DRIVE,-73.97784687659951,40.71733199921046,1
12670,BATTERY PLACE,-74.01634692184649,40.70548497362268,1
12710,BAXTER STREET,-73.9995453385024,40.717057560829595,1
12810,BAYARD STREET,-73.99844047119228,40.71560982404143,1
12915,BEAK STREET,-73.92670440793653,40.86766724079711,1
12950,BEAVER STREET,-74.01066501772107,40.705135482798134,1
13000,BEDFORD STREET,-74.00444169877902,40.730717208851246,1
13010,BEEKMAN PLACE,-73.96477318371697,40.75336582380634,1
13015,BEEKMAN STREET,-74.00462801246202,40.70931487143471,1
